                                                                   ,AP_Top1_acid ,AP50_Top1_acid ,AP75_Top1_acid ,AP_Top2_acid ,AP50_Top2_acid ,AP75_Top2_acid ,AP_Top3_acid ,AP50_Top3_acid ,AP75_Top3_acid ,AP_Top5_acid ,AP50_Top5_acid ,AP75_Top5_acid ,AP_Top10_acid ,AP50_Top10_acid ,AP75_Top10_acid ,AP_Top100_acid ,AP50_Top100_acid ,AP75_Top100_acid ,AR_Top1_acid ,AR_Top2_acid ,AR_Top3_acid ,AR_Top5_acid ,AR_Top10_acid ,AR_Top100_acid ,FROC_acid ,FROC50_acid ,FROC75_acid ,iRecall_Top1_acid ,iRecall50_Top1_acid ,iRecall75_Top1_acid ,iRecall_Top2_acid ,iRecall50_Top2_acid ,iRecall75_Top2_acid ,iRecall_Top3_acid ,iRecall50_Top3_acid ,iRecall75_Top3_acid ,iRecall_Top5_acid ,iRecall50_Top5_acid ,iRecall75_Top5_acid ,iRecall_Top10_acid ,iRecall50_Top10_acid ,iRecall75_Top10_acid ,iRecall_Top100_acid ,iRecall50_Top100_acid ,iRecall75_Top100_acid ,AP_Top1_iodine ,AP50_Top1_iodine ,AP75_Top1_iodine ,AP_Top2_iodine ,AP50_Top2_iodine ,AP75_Top2_iodine ,AP_Top3_iodine ,AP50_Top3_iodine ,AP75_Top3_iodine ,AP_Top5_iodine ,AP50_Top5_iodine ,AP75_Top5_iodine ,AP_Top10_iodine ,AP50_Top10_iodine ,AP75_Top10_iodine ,AP_Top100_iodine ,AP50_Top100_iodine ,AP75_Top100_iodine ,AR_Top1_iodine ,AR_Top2_iodine ,AR_Top3_iodine ,AR_Top5_iodine ,AR_Top10_iodine ,AR_Top100_iodine ,FROC_iodine ,FROC50_iodine ,FROC75_iodine ,iRecall_Top1_iodine ,iRecall50_Top1_iodine ,iRecall75_Top1_iodine ,iRecall_Top2_iodine ,iRecall50_Top2_iodine ,iRecall75_Top2_iodine ,iRecall_Top3_iodine ,iRecall50_Top3_iodine ,iRecall75_Top3_iodine ,iRecall_Top5_iodine ,iRecall50_Top5_iodine ,iRecall75_Top5_iodine ,iRecall_Top10_iodine ,iRecall50_Top10_iodine ,iRecall75_Top10_iodine ,iRecall_Top100_iodine ,iRecall50_Top100_iodine ,iRecall75_Top100_iodine
dual_faster_rcnn_r50_fpn_droi_noatt_2x_iodine_hsil                 ,12.5812      ,28.28058       ,10.32078       ,15.74599     ,36.4247        ,12.61037       ,16.96589     ,39.15691       ,13.15495       ,17.86572     ,41.72574       ,13.48828       ,18.32622      ,42.78912        ,13.69274        ,18.38013       ,42.94644         ,13.70674         ,20.77169     ,28.19585     ,32.20862     ,36.14689     ,39.27621      ,40.98457       ,26.21303  ,52.27705    ,23.78165    ,29.32382          ,55.3719             ,28.47483            ,36.07062          ,67.7686             ,35.68745            ,39.90984          ,74.4553             ,38.61758            ,43.20811          ,80.54095            ,41.62284            ,45.89782           ,87.00225             ,44.32757             ,46.88204            ,91.43501              ,44.55297              ,12.9831        ,26.6753          ,12.2277          ,16.02115       ,33.81742         ,14.32278         ,17.38681       ,37.07364         ,15.24981         ,18.54011       ,39.95355         ,15.89327         ,19.12209        ,41.29686          ,16.11758          ,19.13169         ,41.63087           ,16.11059           ,20.84675       ,28.46753       ,32.91429       ,38.40519       ,42.82597        ,44.67013         ,26.99518    ,50.38961      ,26.04824      ,30.15026            ,53.11796              ,31.48009              ,37.76108            ,67.24267              ,38.46732              ,41.9985             ,74.75582              ,42.44929              ,46.77686            ,82.64463              ,46.88204              ,50.1127              ,88.58002               ,49.51165               ,51.24718              ,92.03606                ,50.41322
dual_faster_rcnn_r50_fpn_droi_noatt_nooffset_2x_acid_hsil          ,13.10046     ,28.98232       ,10.37936       ,16.71608     ,37.57643       ,12.6678        ,17.79169     ,40.3224        ,13.19529       ,18.6191      ,42.58975       ,13.82359       ,19.0258       ,43.65059        ,14.08753        ,19.05376       ,43.70376         ,14.1265          ,21.17616     ,29.31346     ,32.66631     ,36.46621     ,40.36189      ,42.50133       ,26.89805  ,52.77883    ,24.64837    ,29.89482          ,55.52216            ,29.07588            ,37.5432           ,69.04583            ,36.58903            ,40.58603          ,74.98122            ,39.51916            ,43.87678          ,81.74305            ,43.65139            ,46.90458           ,88.35462             ,46.0556              ,48.61758            ,90.60856              ,46.28099              ,12.8351        ,26.92097         ,11.86228         ,15.92724       ,33.82727         ,14.21802         ,16.98043       ,36.8669          ,14.84569         ,18.0086        ,39.73907         ,15.46578         ,18.69373        ,41.28616          ,15.75579          ,18.81712         ,41.92745           ,15.78893           ,20.9974        ,28.37922       ,32.42597       ,37.36623       ,42.68571        ,47.0961          ,26.39777    ,50.15213      ,25.61039      ,30.36814            ,53.56875              ,31.85575              ,37.74606            ,67.01728              ,39.1435               ,41.63787            ,74.98122              ,42.22389              ,46.00301            ,83.84673              ,46.13073              ,50.25545             ,89.93238               ,49.96243               ,53.05034              ,93.98948                ,51.23967
dual_faster_rcnn_r50_fpn_droi_noatt_nooffset_2x_iodine_hsil        ,13.18892     ,29.47057       ,10.4135        ,16.44975     ,37.34694       ,12.59852       ,17.44939     ,40.07752       ,13.20248       ,18.32291     ,42.27794       ,13.60369       ,18.80235      ,43.5306         ,13.75739        ,18.86994       ,43.65229         ,13.77604         ,21.6232      ,29.19638     ,32.55987     ,36.4396      ,39.65939      ,41.41032       ,26.74751  ,52.74842    ,24.03254    ,30.52592          ,56.49887            ,29.30128            ,37.24267          ,68.82044            ,36.36364            ,40.55597          ,74.75582            ,39.44403            ,43.65139          ,81.21713            ,41.9985             ,46.24343           ,87.67844             ,43.72652             ,47.46807            ,90.15778              ,44.47784              ,12.16785       ,25.50848         ,10.9011          ,14.99019       ,31.92319         ,13.24229         ,16.20862       ,34.99619         ,14.09523         ,17.36867       ,37.94375         ,14.69019         ,18.15653        ,39.64786          ,14.97258          ,18.3038          ,39.94349           ,15.04582           ,20.42078       ,28.34286       ,33.05455       ,38.11429       ,43.05974        ,45.34026         ,26.2308     ,49.4026       ,25.39518      ,29.53418            ,52.44177              ,30.35312              ,37.63336            ,67.09241              ,37.716                ,41.93088            ,74.07964              ,43.05034              ,46.85199            ,82.41923              ,48.30954              ,50.56349             ,89.18107               ,51.61533               ,52.18633              ,92.03606                ,51.84072
dual_faster_rcnn_r50_fpn_droi_nooffset_2x_acid_hsil                ,13.2526      ,29.30436       ,10.75055       ,16.6933      ,37.16881       ,12.98418       ,17.7577      ,39.78098       ,13.58005       ,18.65416     ,42.35219       ,13.956         ,18.92308      ,43.78837        ,14.10059        ,18.94171       ,44.27314         ,14.09683         ,21.53805     ,29.35072     ,32.90048     ,36.69505     ,41.5487       ,44.39063       ,26.78172  ,52.93089    ,24.10857    ,30.40571          ,55.74756            ,29.52667            ,37.62585          ,69.27122            ,35.83772            ,40.75131          ,75.05635            ,38.91811            ,44.07213          ,82.04358            ,42.29902            ,48.50488           ,89.70699             ,45.8302              ,50.64613            ,92.78738              ,47.78362              ,12.25856       ,25.59617         ,11.03971         ,15.43959       ,32.44587         ,13.51734         ,16.70326       ,35.55675         ,14.2566          ,17.77783       ,38.41189         ,14.88711         ,18.36694        ,40.10506          ,15.1989           ,18.4931          ,40.59495           ,15.23622           ,20.68052       ,28.73247       ,32.94545       ,37.87532       ,42.37922        ,45.09091         ,26.69017    ,49.61781      ,25.64007      ,29.90984            ,52.5169               ,30.95417              ,38.36213            ,66.86702              ,39.89482              ,42.18633            ,74.30503              ,43.35086              ,46.5139             ,82.87002              ,47.2577               ,50.12772             ,89.48159               ,50.48835               ,51.39745              ,92.56198                ,50.86401
dual_faster_rcnn_r50_fpn_droi_nooffset_2x_iodone_hsil              ,12.97426     ,30.40165       ,9.81491        ,15.92595     ,37.5507        ,11.78115       ,16.82229     ,40.12208       ,12.29078       ,17.77038     ,42.64121       ,12.64503       ,18.23323      ,43.87275        ,12.81853        ,18.28567       ,44.048           ,12.84122         ,21.16019     ,28.4513      ,31.75625     ,35.77435     ,39.10591      ,42.37892       ,26.09899  ,52.9613     ,22.82369    ,29.87228          ,57.47558            ,28.3997             ,36.09316          ,68.21938            ,34.18482            ,39.12096          ,74.15477            ,37.03982            ,42.94515          ,80.76634            ,40.19534            ,45.66491           ,87.22765             ,42.67468             ,48.44478            ,92.11119              ,44.10218              ,12.54204       ,25.84102         ,11.63199         ,15.58175       ,32.95307         ,13.606           ,16.93699       ,36.2238          ,14.58067         ,18.23501       ,38.91852         ,15.46594         ,18.76572        ,40.46935          ,15.66839          ,18.90804         ,40.79321           ,15.70291           ,20.80519       ,28.71688       ,32.92987       ,38.59221       ,42.61299        ,45.04416         ,26.55807    ,49.81818      ,25.35065      ,30.09016            ,52.66717              ,30.42825              ,37.90383            ,67.31781              ,38.76784              ,41.84072            ,75.50714              ,42.74981              ,47.13749            ,83.24568              ,47.2577               ,50.12021             ,89.2562                ,50.03757               ,51.00676              ,92.41172                ,50.78888
faster_rcnn_r50_fpn_2x_acid_hsil                                   ,12.10737     ,25.75552       ,10.64554       ,15.54282     ,33.98717       ,13.21641       ,16.80443     ,37.16303       ,13.88626       ,17.79382     ,39.62598       ,14.46103       ,18.32223      ,40.88653        ,14.73561        ,18.45974       ,41.24668         ,14.79037         ,21.24002     ,29.62214     ,33.73071     ,38.29697     ,42.12879      ,43.84247       ,27.33597  ,51.72204    ,25.88763    ,29.98497          ,52.7423             ,30.80391            ,37.62585          ,66.79189            ,38.01653            ,41.66792          ,74.4553             ,41.32231            ,45.75507          ,81.29226            ,45.15402            ,49.23366           ,87.45304             ,48.08415             ,50.14275            ,91.8858               ,48.91059              ,               ,                 ,                 ,               ,                 ,                 ,               ,                 ,                 ,               ,                 ,                 ,                ,                  ,                  ,                 ,                   ,                   ,               ,               ,               ,               ,                ,                 ,            ,              ,              ,                    ,                      ,                      ,                    ,                      ,                      ,                    ,                      ,                      ,                    ,                      ,                      ,                     ,                       ,                       ,                      ,                        ,
faster_rcnn_r50_fpn_2x_lr0.001_acid_hsil                           ,12.79913     ,28.49912       ,10.55685       ,16.52303     ,37.61988       ,12.8495        ,17.52875     ,40.25546       ,13.36467       ,18.50663     ,42.7494        ,13.82364       ,18.90436      ,43.74727        ,13.95836        ,18.93914       ,43.85264         ,13.96459         ,21.21341     ,29.33475     ,32.91112     ,36.67908     ,39.81905      ,41.77754       ,26.83114  ,52.87007    ,24.1846     ,29.94741          ,55.3719             ,29.37641            ,37.49812          ,68.82044            ,36.66416            ,40.66867          ,74.38017            ,39.81968            ,44.17731          ,80.9166             ,42.90008            ,46.64914           ,87.22765             ,44.77836             ,47.74606            ,91.58527              ,45.60481              ,               ,                 ,                 ,               ,                 ,                 ,               ,                 ,                 ,               ,                 ,                 ,                ,                  ,                  ,                 ,                   ,                   ,               ,               ,               ,               ,                ,                 ,            ,              ,              ,                    ,                      ,                      ,                    ,                      ,                      ,                    ,                      ,                      ,                    ,                      ,                      ,                     ,                       ,                       ,                      ,                        ,
reppoints_moment_r50_fpn_2x_acid_hsil                              ,13.60304     ,30.56346       ,10.8472        ,16.78678     ,38.31629       ,13.40958       ,17.80962     ,40.99132       ,14.03025       ,18.93086     ,43.61606       ,14.69632       ,19.53948      ,45.32193        ,14.99166        ,19.85718       ,46.12601         ,15.09713         ,21.719       ,29.94146     ,33.63491     ,38.50985     ,43.02821      ,49.6115        ,27.66365  ,53.60754    ,25.63674    ,30.66116          ,56.7994             ,30.27799            ,38.76033          ,70.3982             ,38.54245            ,41.95342          ,76.03306            ,41.62284            ,46.24343          ,83.62134            ,45.00376            ,49.84974           ,89.63186             ,49.06086             ,55.33434            ,97.67092              ,53.71901              ,               ,                 ,                 ,               ,                 ,                 ,               ,                 ,                 ,               ,                 ,                 ,                ,                  ,                  ,                 ,                   ,                   ,               ,               ,               ,               ,                ,                 ,            ,              ,              ,                    ,                      ,                      ,                    ,                      ,                      ,                    ,                      ,                      ,                    ,                      ,                      ,                     ,                       ,                       ,                      ,                        ,
retinanet_r50_fpn_2x_acid_hsil                                     ,12.66529     ,29.0758        ,10.45524       ,15.93302     ,36.29381       ,12.68919       ,16.93312     ,38.67394       ,13.24827       ,17.89385     ,41.06392       ,13.68936       ,18.58237      ,42.64865        ,13.98288        ,18.8385        ,43.20205         ,14.07188         ,21.22406     ,29.16977     ,32.75146     ,37.21128     ,42.21394      ,50.7983        ,26.80985  ,52.08698    ,24.32905    ,29.96243          ,56.04808            ,29.00075            ,37.81367          ,69.49662            ,36.66416            ,41.142            ,75.43201            ,39.59429            ,45.22164          ,82.19384            ,43.72652            ,49.37641           ,88.65515             ,47.85875             ,55.78512            ,98.64763              ,52.81743              ,               ,                 ,                 ,               ,                 ,                 ,               ,                 ,                 ,               ,                 ,                 ,                ,                  ,                  ,                 ,                   ,                   ,               ,               ,               ,               ,                ,                 ,            ,              ,              ,                    ,                      ,                      ,                    ,                      ,                      ,                    ,                      ,                      ,                    ,                      ,                      ,                     ,                       ,                       ,                      ,                        ,
cascade_rcnn_r50_fpn_2x_iodine_hsil                                ,             ,               ,               ,             ,               ,               ,             ,               ,               ,             ,               ,               ,              ,                ,                ,               ,                 ,                 ,             ,             ,             ,             ,              ,               ,          ,            ,            ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                   ,                     ,                     ,                    ,                      ,                      ,13.6838        ,24.32267         ,13.8268          ,17.01033       ,31.36159         ,16.51819         ,18.36224       ,34.31237         ,17.67661         ,19.77421       ,37.13843         ,18.84822         ,20.53299        ,38.7227           ,19.44795          ,20.67709         ,39.03591           ,19.5327            ,22.01558       ,30.81039       ,35.77662       ,42.05195       ,46.9039         ,49.41299         ,29.46865    ,48.77922      ,29.95918      ,31.84072            ,50.86401              ,33.58377              ,41.08189            ,66.19083              ,42.07363              ,45.92787            ,73.47859              ,47.03231              ,51.35237            ,81.44252              ,53.41848              ,55.32682             ,88.20436               ,57.77611               ,56.06311              ,92.18633                ,58.60255
cascade_rcnn_r50_fpn_2x_lr0.001_iodine_hsil                        ,             ,               ,               ,             ,               ,               ,             ,               ,               ,             ,               ,               ,              ,                ,                ,               ,                 ,                 ,             ,             ,             ,             ,              ,               ,          ,            ,            ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                   ,                     ,                     ,                    ,                      ,                      ,13.20146       ,25.54961         ,13.2977          ,16.79933       ,33.15221         ,15.56932         ,17.85825       ,35.62876         ,16.3222          ,19.0283        ,38.31325         ,17.13209         ,19.74229        ,40.04103          ,17.60019          ,19.9205          ,40.43621           ,17.70185           ,21.70909       ,30.17662       ,34.35325       ,39.84935       ,44.57143        ,46.25455         ,28.02672    ,49.35065      ,27.66605      ,31.39745            ,52.21638              ,33.20811              ,39.81217            ,67.01728              ,41.32231              ,43.77911            ,73.77911              ,45.45455              ,48.77536            ,82.41923              ,50.41322              ,52.21638             ,87.8287                ,54.01953               ,53.46356              ,89.93238                ,55.07137
faster_rcnn_r50_fpn_2x_iodine_hsil                                 ,             ,               ,               ,             ,               ,               ,             ,               ,               ,             ,               ,               ,              ,                ,                ,               ,                 ,                 ,             ,             ,             ,             ,              ,               ,          ,            ,            ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                   ,                     ,                     ,                    ,                      ,                      ,12.56435       ,23.67594         ,12.03584         ,15.41541       ,30.42146         ,14.28555         ,16.82109       ,33.62775         ,15.40825         ,18.13095       ,36.52912         ,16.29362         ,18.94889        ,38.36908          ,16.81315          ,19.08151         ,38.62879           ,16.85774           ,20.99221       ,28.85714       ,33.84935       ,39.8961        ,45.15325        ,47.47013         ,27.80111    ,48.61596      ,27.76994      ,30.36063            ,49.96243              ,31.85575              ,38.26446            ,64.9136               ,39.51916              ,43.33584            ,73.25319              ,44.6281               ,48.96319            ,81.66792              ,50.56349              ,53.2006              ,88.95567               ,55.14651               ,54.30503              ,93.0879                 ,56.04808
faster_rcnn_r50_fpn_2x_lr0.001_iodine_hsil                         ,             ,               ,               ,             ,               ,               ,             ,               ,               ,             ,               ,               ,              ,                ,                ,               ,                 ,                 ,             ,             ,             ,             ,              ,               ,          ,            ,            ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                   ,                     ,                     ,                    ,                      ,                      ,12.09108       ,26.08216         ,11.11147         ,15.11089       ,32.6026          ,13.60404         ,16.35102       ,35.29106         ,14.29769         ,17.48613       ,38.08825         ,14.81801         ,18.27951        ,39.75218          ,15.14139          ,18.55734         ,40.40947           ,15.18333           ,20.38961       ,29.14286       ,33.16883       ,38.44156       ,43.96883        ,47.21558         ,26.56994    ,49.34323      ,25.89981      ,29.48911            ,52.36664              ,31.2547               ,38.37716            ,66.94215              ,40.12021              ,42.14125            ,74.2299               ,43.87678              ,46.85199            ,82.49437              ,47.63336              ,51.3148              ,90.38317               ,50.63862               ,53.46356              ,93.0879                 ,52.21638
reppoints_moment_r50_fpn_2x_iodine_hsil                            ,             ,               ,               ,             ,               ,               ,             ,               ,               ,             ,               ,               ,              ,                ,                ,               ,                 ,                 ,             ,             ,             ,             ,              ,               ,          ,            ,            ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                   ,                     ,                     ,                    ,                      ,                      ,12.99578       ,26.60098         ,12.23179         ,15.97551       ,33.09021         ,14.40912         ,17.33448       ,35.94014         ,15.34735         ,18.42363       ,38.3526          ,16.12134         ,19.25632        ,40.30016          ,16.58536          ,19.62708         ,41.07309           ,16.77061           ,21.23636       ,29.44935       ,34.31169       ,39.10649       ,45.31429        ,50.75325         ,27.41596    ,49.67718      ,26.53803      ,30.71375            ,53.34335              ,31.48009              ,39.40646            ,68.67017              ,40.19534              ,44.22239            ,75.95793              ,45.07889              ,48.20436            ,82.11871              ,49.21112              ,53.41097             ,90.60856               ,54.24493               ,57.07739              ,97.44553                ,58.30203
retinanet_r50_fpn_2x_iodine_hsil                                   ,             ,               ,               ,             ,               ,               ,             ,               ,               ,             ,               ,               ,              ,                ,                ,               ,                 ,                 ,             ,             ,             ,             ,              ,               ,          ,            ,            ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                  ,                    ,                    ,                   ,                     ,                     ,                    ,                      ,                      ,12.99579       ,25.52253         ,12.25137         ,16.0202        ,32.45816         ,14.42741         ,17.3931        ,35.7547          ,15.33902         ,18.5582        ,38.34573         ,16.00614         ,19.24618        ,40.01165          ,16.33177          ,19.60418         ,40.77042           ,16.49188           ,20.87273       ,28.92987       ,33.7039        ,39.33506       ,44.69091        ,53.28831         ,27.19258    ,48.95733      ,26.08534      ,30.18783            ,51.61533              ,30.80391              ,38.5725             ,66.64162              ,38.54245              ,43.10293            ,74.53043              ,43.426                ,48.70023            ,82.5695               ,49.06086              ,52.98272             ,90.38317               ,53.86927               ,58.62509              ,98.12171                ,58.97821
